,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,CL,NG,PM,NU,EM,RE,PA,CL_prop,NG_prop,PM_prop,NU_prop,RE_prop,Entropy,BalanceDegree,DominanceDegree,CLPRB,HYTCB,NGMPB,PAPRB,GDPRX,TETGR,CLTCD,NGTCD,PATCD,NUETD,TPOPP,TEACB,TECCB,TEICB,TEEIB,TERCB,Precipitation,Temperature,TETCV,RETCD,ELISB,TE,TETCB,ESTCD,GrowthRate
0,0,0,0,0,0,0,0,0,0,4064.49554,207301.185,107204.5834,0,0.0,7373.055829999999,107204.5834,0.012353328,0.6300559579999999,0.325829717,0,0.022409123,0.345622836,0.5740671039999999,0.425932896,-1.72166810287088,-0.7405658635936584,-1.4718546837573632,1.0237005892331632,-1.1760838741950999,-1.2970715741143573,-1.3134340764803178,-1.1747196671118876,-1.1947945763547523,0,-1.3877381535349673,-2.0366999052991153,-1.923833855902777,-0.7366851075544723,-2.047422986942454,-1.6049717814614037,-0.4329070566066331,0.18357040304898145,0.0,0.22229492477347773,3076.95611,329020.2759,329020.2759,-1.6169675961665648,-0.649131727668642
1,1,1,1,1,1,1,1,1,1,3302.62315,218948.04,107688.0542,0,0.0,6936.51555,107688.0542,0.009693599,0.642638988,0.31607746800000003,0,0.020359512,0.33546271699999997,0.5571915129999999,0.44280848700000003,-1.7097867494145629,-0.9523566568202056,-1.5073182282885738,1.2548230727336025,-1.1760838741950999,-1.2970715741143573,-1.3134340764803178,-1.1747196671118876,-1.1947945763547523,0,-1.355666046319952,-1.7921704330550983,-1.8457023982474132,-0.9055430370068465,-2.030304061804146,-1.43763890721109,-0.0890389222548283,-1.139459528835563,0.0,0.22229492477347773,3826.2248700000005,340701.4578,340701.4578,-1.6169675961665648,-0.649131727668642
2,2,2,2,2,2,2,2,2,2,2450.6966899999998,247089.69,115309.1271,0,0.0,6791.463140000001,115309.1271,0.006506093,0.655971998,0.306121872,0,0.018029929,0.323168141,0.536770664,0.463229336,-1.6828759915861522,-0.8212875745876775,-1.4501004437374692,1.110734534305434,-1.1760838741950999,-1.2970715741143573,-1.3134340764803178,-1.1747196671118876,-1.1947945763547523,0,-1.3148470007735686,-1.627018453273712,-1.7340115317855873,0.029750760284061272,-2.0109597547773883,-1.3945652242830202,-1.6845870656472024,-0.4779445628932937,0.0,0.22229492477347773,5036.21492,376677.1919,376677.1919,-1.6169675961665648,-0.649131727668642
3,3,3,3,3,3,3,3,3,3,15765.311769999998,239910.80800000002,118502.6722,0,0.0,6468.79948,118502.6722,0.042487433,0.646558384,0.319364087,0,0.017433381,0.369706728,0.614069584,0.385930416,-1.554110554127946,-1.0589959174249628,-1.4356907474097298,1.1381225262609278,-1.1760838741950999,-1.2970715741143573,-1.3134340764803178,-1.1747196671118876,-1.1947945763547523,0,-1.285690539669009,-1.5515864147537999,-1.7706906738511827,-0.40663950292776996,-1.837045200377842,-1.2079653502595395,-0.730926106378197,0.34894914453454584,0.0,0.22229492477347773,-9589.363659999999,371058.2278,371058.2277,-1.6169675961665648,-0.649131727668642
4,4,4,4,4,4,4,4,4,4,31270.83576,226697.34399999998,126464.9774,0,0.0,6299.60702,126464.9774,0.085317839,0.618510091,0.34504094,0,0.017187544,0.410041379,0.681063988,0.318936012,-1.4501233238777858,-1.4535002795758494,-1.1664686340399104,1.3133520604362074,-1.1760838741950999,-1.2970715741143573,-1.3134340764803178,-1.1747196671118876,-1.1947945763547523,0,-1.2361245557912581,-1.6185065458852486,-1.6215988482974073,-0.6419268201977311,-1.657552951959785,-1.2107982264988026,-0.744680831752269,-1.9663532362634024,0.0,0.22229492477347773,-24211.1063,366521.6579,366521.6578,-1.6169675961665648,-0.649131727668642
5,5,5,5,5,5,5,5,5,5,44277.1291,224252.552,128634.6856,0,0.0,6074.90564,128634.6856,0.125133734,0.633770972,0.3635407,0,0.017168584,0.428542408,0.7117935320000001,0.288206468,-1.4254466666992809,-1.0684892834634627,-0.9426303625441428,1.5502827640903403,-1.1760838741950999,-1.2970715741143573,-1.3134340764803178,-1.1747196671118876,-1.1947945763547523,0,-1.2186306791285224,-1.4790227509528604,-1.5995736477072555,-1.2752418647280799,-1.498913681367362,-1.331244061057255,0.1126970498982311,-0.8087020458644283,0.0,0.22229492477347773,-49400.80074,353838.4716,353838.4716,-1.6169675961665648,-0.649131727668642
6,6,6,6,6,6,6,6,6,6,37028.96093,247389.80800000002,126910.6977,0,0.0,6209.5118,126910.6977,0.09833878199999999,0.656999595,0.337040065,0,0.016490763000000002,0.407503176,0.676848125,0.323151875,-1.4718550301995967,-0.7842397679146477,-0.7096602131664349,1.7731397035259069,-1.1760838741950999,-1.2970715741143573,-1.3134340764803178,-1.1747196671118876,-1.1947945763547523,0,-1.233208909680802,-1.5266743919405559,-1.4894512701086038,-0.6869596829123064,-1.5382277935365023,-1.0508753866692866,-1.0335300646077854,-1.222148899578348,0.0,0.22229492477347773,-40994.137689999996,376544.8407,376544.8408,-1.6169675961665648,-0.649131727668642
7,7,7,7,7,7,7,7,7,7,44142.63596,280382.0128,126007.8077,0,0.0,5678.48447,126007.8077,0.108248496,0.687564993,0.309001839,0,0.013925027,0.399830405,0.664103928,0.33589607200000005,-1.3999576092844468,-1.1582731425026378,-0.4439170924065898,1.8620501504939861,-1.1760838741950999,-1.2970715741143573,-1.3134340764803178,-1.1747196671118876,-1.1947945763547523,0,-1.2536184324539936,-1.4264952052576154,-0.9650781935020591,-0.3725196464699399,-1.4344704164720388,-0.920894917681029,-0.46958632427082564,-0.31256582140772343,0.0,0.22229492477347773,-48421.10944,407789.8315,407789.8315,-1.6169675961665648,-0.649131727668642
8,8,8,8,8,8,8,8,8,8,42971.21264,286329.4875,143579.7029,0,0.0,5705.58598,143579.7029,0.09847329699999999,0.656155762,0.329028806,0,0.013074983,0.402674641,0.668828102,0.331171898,-1.4034103102888469,-1.0701248847026283,-0.07392661281981908,1.9695469019538854,-1.1760838741950999,-1.2970715741143573,-1.3134340764803178,-1.1747196671118876,-1.1947945763547523,0,-1.2711123091167293,-1.1574092223228758,-0.8022790787948335,0.003602364979181952,-1.456615984648783,-0.8077789952881479,0.7362446001895036,-1.139459528835563,0.0,0.22229492477347773,-42211.7256,436374.2634,436374.2634,-1.6169675961665648,-0.649131727668642
9,9,9,9,9,9,9,9,9,9,50225.646239999995,276591.1838,147231.5875,0,0.0,5681.81484,147231.5875,0.11701706099999999,0.644409579,0.34302411200000005,0,0.013237645,0.41626623799999996,0.691403255,0.308596745,-1.2975951795069456,-0.8264296923447457,-0.17362334049910721,1.9997943253696588,-1.1760838741950999,-1.2970715741143573,-1.3134340764803178,-1.1747196671118876,-1.1947945763547523,0,-1.2215463252389782,-1.0412767967901502,-0.7918795887771951,-0.41164946666544106,-1.3259401245356308,-0.8750034162162427,0.6858106071512391,-0.2298764506649383,0.0,0.22229492477347773,-50513.79458,429216.4378,429216.4378,-1.6169675961665648,-0.649131727668642
