132.48678	32168.50488	0	423.4	0	1321	116694.7553	67140.96273	50409.18846	87694.71261	48883.80586	8.74	67
0	31245.74745	0	423.4	0	1407	121244.9018	50858.74178	81589.56164	94246.28047	51276.94309	10.89	67.1
0	30861.24516	243.57	226.2	0	1471	129741.3228	48974.52925	97960.76465	99810.33829	48408.62495	8.58	68.2
0	30833.67301	1412.706	394.4	0	1521	136746.0935	53418.13671	105546.5352	99652.526	52769.80682	9.97	68.6
0	30181.71918	2144.475	371.2	0	1556	143725.124	65227.17106	100320.5202	92265.87419	60571.82159	17.99	66
0	46399.81125	3289.254	562.6	0	1584	139447.437	58357.70235	119134.473	93066.37729	58448.68102	11.53	67.1
0	54380.45399	3347.499	765.6	0	1614	148696.974	59738.92263	132001.1828	106451.0719	63155.29896	14.41	67.4
22.08113	52242.53798	1329.045	16959.2	0	1646	159735.1847	69119.15283	119086.6269	101931.2556	66565.87181	12.93	68.1
0	59309.14887	932.979	19546	0	1682	183621.285	71949.42142	128496.4266	117937.0257	72081.0764	8.94	68.1
0	63450.93827	1203.024	14111.4	0	1737	192908.5695	79625.34837	143598.8877	133350.8227	82045.8504	9.94	68
2914.70916	64579.78217	1165.959	10347.2	0	1792	194128.5071	82034.74649	155497.1492	135279.2003	88708.25685	11.98	67.3
25304.97498	69609.84906	919.212	7168.8	0	1895.814	204288.3791	92420.07537	158804.9115	153005.3048	98657.38377	12.17	66
65227.65802	70406.32015	468.078	5759.4	0	2008.291	225161.7965	102004.8192	178742.0358	169687.434	110491.1751	14.86	67.3
71697.42911	74774.3496	132	4663.2	0	2124.438	243866.6606	113205.4643	190539.6285	191124.3593	122453.8561	7.22	66.4
142379.1262	77275.3736	238.56	4292	0	2223.196	233251.7574	120126.3935	198516.9795	221293.0147	124373.5265	11.92	67.3
154258.7742	75483.5631	218.816	3683	0	2284.847	230132.5052	122308.2232	178073.0196	229860.6028	129480.4893	6.64	66.3
230085.3746	78612.19542	275.624	3010.2	0	2346.157	235045.6592	132602.1377	190110.966	276144.6874	134115.615	6.28	68.3
244195.2167	68842.57507	253.44	2476.6	48878.5382	2425.197	253252.1901	138791.3452	207200.8455	313873.9612	139623.3197	10.17	69.4
199922.551	72740.79923	304.5042	2424.4	53993.14082	2515.316	267014.7717	135112.5745	207073.6587	315996.075	138738.9681	15.73	69
251481.9896	75122.5793	258.2138	2737.6	59072.31394	2635.571	274215.543	133590.7732	231166.4643	370481.3544	147419.2723	10.39	68.3
240794.7227	102171.4233	224.486	2354.8	60906.14486	2737.774	265917.6033	138112.6391	196777.9198	396294.6597	153650.6775	12.23	69.4
256339.8382	71114.17364	196.911	2070.6	62601.09214	2810.107	269161.8864	136413.2016	231957.3764	429388.2652	150275.1784	13.7	69.6
273011.0913	73333.60779	104.346	1943	61128.64212	2889.861	261414.5536	138057.5839	191878.6359	413848.8578	155008.7216	13.79	67.1
251813.2065	152355.3319	137.94	1374.6	64621.99082	2968.925	263359.1166	138280.7104	190241.8638	441907.4914	165927.8943	21.86	67.8
254418.7799	163692.0068	47.115	1247	71570.42436	3067.135	279837.1203	154865.7085	197812.8867	482779.615	169967.6817	15.53	68.1
212530.8763	146122.6278	89.25	1015	76128.07524	3183.538	293425.0276	169343.7312	194691.2343	507506.6483	185443.9899	12.88	68.7
255169.5383	151060.2537	65.457	933.8	80621.95302	3308.262	299695.4682	174349.8987	197132.8077	539383.0682	181647.1923	11.8	70.3
251261.1783	105592.3349	62.16	754	83970.74936	3437.103	312314.6492	191706.7241	169660.4097	545654.9837	191981.2112	12.5	69.2
273761.8497	80384.6875	57.904	661.2	87979.95158	3535.183	322828.0071	197457.5154	184669.3069	647659.8471	201355.168	11.63	70.5
263538.2866	82170.81933	1414.4	794.6	88762.23494	3622.185	322208.9651	212385.5381	193915.3277	558718.9908	214578.7877	6.48	71.4
249018.4159	77157.62555	2193	701.8	89458.07032	3684.097	325551.3076	215545.6382	189010.9396	651525.6035	218622.1319	14.95	69.6
290251.0552	70292.09544	1255.52045	643.8	89830.78866	3788.576	332395.1636	210530.3264	192826.3445	692118.9165	222153.3557	10.78	69.1
275297.6573	68471.86889	794.95358	545.2	98968.7653	3915.74	336927.3399	215106.2646	206028.6708	726110.1682	225724.3669	16.42	69.8
267526.5079	69040.28019	614.08711	423.4	104049.3556	4065.44	354096.9966	218895.5763	199862.0282	698655.0269	230168.5019	14.99	70.2
288012.7488	75981.7243	772.07293	377	114121.2539	4245.089	367010.8247	230656.6332	210938.9844	734002.8523	246561.2001	11.63	70.9
262514.0593	85470.17673	577.2402	411.8	122797.2298	4432.499	373358.8247	240055.4457	229573.4326	723170.3308	243723.397	11.18	70.3
228629.8872	95276.44104	468.44887	487.2	132497.8269	4586.94	394405.1271	252436.6538	241790.5482	751259.9628	262721.4087	10.51	70.6
256500.4123	123060.4507	461.49608	475.6	141718	4736.99	395050.4749	264827.2886	250282.033	814931.4423	277185.77	10.56	69.7
247729.3654	111863.0172	464.29676	452.4	155020	4883.342	425151.3641	282241.3634	244415.7032	846644.2402	292444.178	13.62	68.1
258147.5585	99793.66264	480.81464	382.8	168321	5023.823	448499.5523	293982.4568	244122.6642	863646.1829	302391.3156	9.68	69.6
286772.3142	85221.35742	373.11323	342.2	179260	5166.304	460490.216	311260.2785	232783.0447	918884.8912	328904.7268	12.43	70
293303.2569	78774.29715	311.16246	342.2	185979	5303.869	475781.654	309311.7517	214398.9653	924513.9213	336772.4716	7.81	69.7
280064.3248	75556.70214	306.10038	365.4	190389	5451.472	485849.6985	315794.4447	208006.502	939330.3455	338569.4707	7.83	70
262250.5701	72454.91114	447.86834	272.6	200110	5590.82	497783.2715	315230.0153	201687.9022	933968.7333	350843.032	10.05	70.7
